strength,staff_change,staff_per_shift,shifts_per_day,end_of_day,prop_infected
6,21,20,1,3,0.13
6,21,20,2,3,0.14
6,21,20,3,3,0.14
6,21,30,1,3,0.16
6,21,30,2,3,0.16
6,21,30,3,3,0.16
2,1,5,1,4,0.20
2,1,5,2,4,
2,1,5,3,4,
2,1,10,1,4,0.20
2,1,10,2,4,
2,1,10,3,4,
2,1,20,1,4,0.23
2,1,20,2,4,
2,1,20,3,4,
2,1,30,1,4,0.27
2,1,30,2,4,
2,1,30,3,4,
2,3,5,1,4,0.30
2,3,5,2,4,
2,3,5,3,4,
2,3,10,1,4,0.32
2,3,10,2,4,
2,3,10,3,4,
2,3,20,1,4,0.42
2,3,20,2,4,
2,3,20,3,4,
2,3,30,1,4,0.48
2,3,30,2,4,
2,3,30,3,4,
2,7,5,1,4,0.40
2,7,5,2,4,
2,7,5,3,4,
2,7,10,1,4,0.40
2,7,10,2,4,
2,7,10,3,4,
2,7,20,1,4,0.50
2,7,20,2,4,
2,7,20,3,4,
2,7,30,1,4,0.50
2,7,30,2,4,
2,7,30,3,4,
2,14,5,1,4,0.40
2,14,5,2,4,
2,14,5,3,4,
2,14,10,1,4,0.45
2,14,10,2,4,
2,14,10,3,4,
2,14,20,1,4,0.50
2,14,20,2,4,
2,14,20,3,4,
2,14,30,1,4,0.50
2,14,30,2,4,
2,14,30,3,4,
2,21,5,1,4,0.40
2,21,5,2,4,
2,21,5,3,4,
2,21,10,1,4,0.45
2,21,10,2,4,
2,21,10,3,4,
2,21,20,1,4,0.50
2,21,20,2,4,
2,21,20,3,4,
2,21,30,1,4,0.50
2,21,30,2,4,
2,21,30,3,4,
4,1,5,1,4,0.10
4,1,5,2,4,0.10
4,1,5,3,4,0.10
4,1,10,1,4,0.07
4,1,10,2,4,0.07
4,1,10,3,4,0.07
4,1,20,1,4,0.10
4,1,20,2,4,0.10
4,1,20,3,4,0.10
4,1,30,1,4,0.11
4,1,30,2,4,0.12
4,1,30,3,4,0.11
4,3,5,1,4,0.15
4,3,5,2,4,0.15
4,3,5,3,4,0.15
4,3,10,1,4,0.15
4,3,10,2,4,0.17
4,3,10,3,4,0.17
4,3,20,1,4,0.21
4,3,20,2,4,0.21
4,3,20,3,4,0.20
4,3,30,1,4,0.23
4,3,30,2,4,0.23
4,3,30,3,4,0.24
4,7,5,1,4,0.20
4,7,5,2,4,0.20
4,7,5,3,4,0.15
4,7,10,1,4,0.23
4,7,10,2,4,0.23
4,7,10,3,4,0.20
4,7,20,1,4,0.25
4,7,20,2,4,0.25
4,7,20,3,4,0.25
4,7,30,1,4,0.25
4,7,30,2,4,0.25
4,7,30,3,4,0.25
4,14,5,1,4,0.20
4,14,5,2,4,0.20
4,14,5,3,4,0.20
4,14,10,1,4,0.23
4,14,10,2,4,0.23
4,14,10,3,4,0.23
4,14,20,1,4,0.25
4,14,20,2,4,0.25
4,14,20,3,4,0.25
4,14,30,1,4,0.25
4,14,30,2,4,0.25
4,14,30,3,4,0.25
4,21,5,1,4,0.15
4,21,5,2,4,0.20
4,21,5,3,4,0.20
4,21,10,1,4,0.20
4,21,10,2,4,0.23
4,21,10,3,4,0.23
4,21,20,1,4,0.25
4,21,20,2,4,0.25
4,21,20,3,4,0.25
4,21,30,1,4,0.25
4,21,30,2,4,0.25
4,21,30,3,4,0.25
6,1,5,1,4,0.07
6,1,5,2,4,0.03
6,1,5,3,4,0.07
6,1,10,1,4,0.05
6,1,10,2,4,0.03
6,1,10,3,4,0.05
6,1,20,1,4,0.05
6,1,20,2,4,0.05
6,1,20,3,4,0.05
6,1,30,1,4,0.05
6,1,30,2,4,0.05
6,1,30,3,4,0.06
6,3,5,1,4,0.10
6,3,5,2,4,0.10
6,3,5,3,4,0.07
6,3,10,1,4,0.12
6,3,10,2,4,0.10
6,3,10,3,4,0.12
6,3,20,1,4,0.14
6,3,20,2,4,0.14
6,3,20,3,4,0.14
6,3,30,1,4,0.16
6,3,30,2,4,0.16
6,3,30,3,4,0.16
6,7,5,1,4,0.13
6,7,5,2,4,0.13
6,7,5,3,4,0.13
6,7,10,1,4,0.15
6,7,10,2,4,0.13
6,7,10,3,4,0.15
6,7,20,1,4,0.17
6,7,20,2,4,0.17
6,7,20,3,4,0.17
6,7,30,1,4,0.17
6,7,30,2,4,0.17
6,7,30,3,4,0.17
6,14,5,1,4,0.13
6,14,5,2,4,0.13
6,14,5,3,4,0.13
6,14,10,1,4,0.14
6,14,10,2,4,0.14
6,14,10,3,4,0.14
6,14,20,1,4,0.17
6,14,20,2,4,0.17
6,14,20,3,4,0.17
6,14,30,1,4,0.17
6,14,30,2,4,0.17
6,14,30,3,4,0.17
6,21,5,1,4,0.13
6,21,5,2,4,0.13
6,21,5,3,4,0.13
6,21,10,1,4,0.15
6,21,10,2,4,0.13
6,21,10,3,4,0.15
6,21,20,1,4,0.17
6,21,20,2,4,0.17
6,21,20,3,4,0.17
6,21,30,1,4,0.17
6,21,30,2,4,0.17
6,21,30,3,4,0.17
2,1,5,1,5,0.30
2,1,5,2,5,
2,1,5,3,5,
2,1,10,1,5,0.30
2,1,10,2,5,
2,1,10,3,5,
2,1,20,1,5,0.40
2,1,20,2,5,
2,1,20,3,5,
2,1,30,1,5,0.47
2,1,30,2,5,
2,1,30,3,5,
2,3,5,1,5,0.30
2,3,5,2,5,
2,3,5,3,5,
2,3,10,1,5,0.32
2,3,10,2,5,
2,3,10,3,5,
2,3,20,1,5,0.42
2,3,20,2,5,
2,3,20,3,5,
2,3,30,1,5,0.48
2,3,30,2,5,
2,3,30,3,5,
2,7,5,1,5,0.40
2,7,5,2,5,
2,7,5,3,5,
2,7,10,1,5,0.47
2,7,10,2,5,
2,7,10,3,5,
2,7,20,1,5,0.50
2,7,20,2,5,
2,7,20,3,5,
2,7,30,1,5,0.50
2,7,30,2,5,
2,7,30,3,5,
2,14,5,1,5,0.40
2,14,5,2,5,
2,14,5,3,5,
2,14,10,1,5,0.50
2,14,10,2,5,
2,14,10,3,5,
2,14,20,1,5,0.50
2,14,20,2,5,
2,14,20,3,5,
2,14,30,1,5,0.50
2,14,30,2,5,
2,14,30,3,5,
2,21,5,1,5,0.40
2,21,5,2,5,
2,21,5,3,5,
2,21,10,1,5,0.50
2,21,10,2,5,
2,21,10,3,5,
2,21,20,1,5,0.50
2,21,20,2,5,
2,21,20,3,5,
2,21,30,1,5,0.50
2,21,30,2,5,
2,21,30,3,5,
4,1,5,1,5,0.10
4,1,5,2,5,0.10
4,1,5,3,5,0.10
4,1,10,1,5,0.07
4,1,10,2,5,0.10
4,1,10,3,5,0.14
4,1,20,1,5,0.14
4,1,20,2,5,0.15
4,1,20,3,5,0.17
4,1,30,1,5,0.17
4,1,30,2,5,0.22
4,1,30,3,5,0.27
4,3,5,1,5,0.15
4,3,5,2,5,0.15
4,3,5,3,5,0.15
4,3,10,1,5,0.15
4,3,10,2,5,0.17
4,3,10,3,5,0.17
4,3,20,1,5,0.21
4,3,20,2,5,0.21
4,3,20,3,5,0.20
4,3,30,1,5,0.23
4,3,30,2,5,0.23
4,3,30,3,5,0.24
4,7,5,1,5,0.20
4,7,5,2,5,0.20
4,7,5,3,5,0.20
4,7,10,1,5,0.25
4,7,10,2,5,0.25
4,7,10,3,5,0.25
4,7,20,1,5,0.25
4,7,20,2,5,0.25
4,7,20,3,5,0.25
4,7,30,1,5,0.25
4,7,30,2,5,0.25
4,7,30,3,5,0.25
4,14,5,1,5,0.23
4,14,5,2,5,0.20
4,14,5,3,5,0.25
4,14,10,1,5,0.25
4,14,10,2,5,0.25
4,14,10,3,5,0.25
4,14,20,1,5,0.25
4,14,20,2,5,0.25
4,14,20,3,5,0.25
4,14,30,1,5,0.25
4,14,30,2,5,0.25
4,14,30,3,5,0.25
4,21,5,1,5,0.20
4,21,5,2,5,0.20
4,21,5,3,5,0.20
4,21,10,1,5,0.25
4,21,10,2,5,0.25
4,21,10,3,5,0.25
4,21,20,1,5,0.25
4,21,20,2,5,0.25
4,21,20,3,5,0.25
4,21,30,1,5,0.25
4,21,30,2,5,0.25
4,21,30,3,5,0.25
6,1,5,1,5,0.07
6,1,5,2,5,0.03
6,1,5,3,5,0.07
6,1,10,1,5,0.05
6,1,10,2,5,0.04
6,1,10,3,5,0.05
6,1,20,1,5,0.06
6,1,20,2,5,0.08
6,1,20,3,5,0.08
6,1,30,1,5,0.08
6,1,30,2,5,0.08
6,1,30,3,5,0.11
6,3,5,1,5,0.10
6,3,5,2,5,0.10
6,3,5,3,5,0.07
6,3,10,1,5,0.12
6,3,10,2,5,0.10
6,3,10,3,5,0.12
6,3,20,1,5,0.14
6,3,20,2,5,0.14
6,3,20,3,5,0.14
6,3,30,1,5,0.16
6,3,30,2,5,0.16
6,3,30,3,5,0.16
6,7,5,1,5,0.13
6,7,5,2,5,0.13
6,7,5,3,5,0.13
6,7,10,1,5,0.17
6,7,10,2,5,0.17
6,7,10,3,5,0.17
6,7,20,1,5,0.17
6,7,20,2,5,0.17
6,7,20,3,5,0.17
6,7,30,1,5,0.17
6,7,30,2,5,0.17
6,7,30,3,5,0.17
6,14,5,1,5,0.17
6,14,5,2,5,0.13
6,14,5,3,5,0.17
6,14,10,1,5,0.17
6,14,10,2,5,0.17
6,14,10,3,5,0.17
6,14,20,1,5,0.17
6,14,20,2,5,0.17
6,14,20,3,5,0.17
6,14,30,1,5,0.17
6,14,30,2,5,0.17
6,14,30,3,5,0.17
6,21,5,1,5,0.13
6,21,5,2,5,0.13
6,21,5,3,5,0.13
6,21,10,1,5,0.17
6,21,10,2,5,0.15
6,21,10,3,5,0.17
6,21,20,1,5,0.17
6,21,20,2,5,0.17
6,21,20,3,5,0.17
6,21,30,1,5,0.17
6,21,30,2,5,0.17
6,21,30,3,5,0.17
2,1,5,1,6,0.30
2,1,5,2,6,
2,1,5,3,6,
2,1,10,1,6,0.30
2,1,10,2,6,
2,1,10,3,6,
2,1,20,1,6,0.40
2,1,20,2,6,
2,1,20,3,6,
2,1,30,1,6,0.47
2,1,30,2,6,
2,1,30,3,6,
2,3,5,1,6,0.30
2,3,5,2,6,
2,3,5,3,6,
2,3,10,1,6,0.32
2,3,10,2,6,
2,3,10,3,6,
2,3,20,1,6,0.42
2,3,20,2,6,
2,3,20,3,6,
2,3,30,1,6,0.48
2,3,30,2,6,
2,3,30,3,6,
2,7,5,1,6,0.50
2,7,5,2,6,
2,7,5,3,6,
2,7,10,1,6,0.50
2,7,10,2,6,
2,7,10,3,6,
2,7,20,1,6,0.50
2,7,20,2,6,
2,7,20,3,6,
2,7,30,1,6,0.50
2,7,30,2,6,
2,7,30,3,6,
2,14,5,1,6,0.50
2,14,5,2,6,
2,14,5,3,6,
2,14,10,1,6,0.50
2,14,10,2,6,
2,14,10,3,6,
2,14,20,1,6,0.50
2,14,20,2,6,
2,14,20,3,6,
2,14,30,1,6,0.50
2,14,30,2,6,
2,14,30,3,6,
2,21,5,1,6,0.50
2,21,5,2,6,
2,21,5,3,6,
2,21,10,1,6,0.50
2,21,10,2,6,
2,21,10,3,6,
2,21,20,1,6,0.50
2,21,20,2,6,
2,21,20,3,6,
2,21,30,1,6,0.50
2,21,30,2,6,
2,21,30,3,6,
4,1,5,1,6,0.10
4,1,5,2,6,0.12
4,1,5,3,6,0.15
4,1,10,1,6,0.10
4,1,10,2,6,0.12
4,1,10,3,6,0.15
4,1,20,1,6,0.18
4,1,20,2,6,0.20
4,1,20,3,6,0.22
4,1,30,1,6,0.24
4,1,30,2,6,0.30
4,1,30,3,6,0.31
4,3,5,1,6,0.15
4,3,5,2,6,0.15
4,3,5,3,6,0.15
4,3,10,1,6,0.15
4,3,10,2,6,0.17
4,3,10,3,6,0.17
4,3,20,1,6,0.21
4,3,20,2,6,0.21
4,3,20,3,6,0.20
4,3,30,1,6,0.23
4,3,30,2,6,0.23
4,3,30,3,6,0.24
4,7,5,1,6,0.25
4,7,5,2,6,0.25
4,7,5,3,6,0.25
4,7,10,1,6,0.25
4,7,10,2,6,0.25
4,7,10,3,6,0.25
4,7,20,1,6,0.25
4,7,20,2,6,0.25
4,7,20,3,6,0.25
4,7,30,1,6,0.25
4,7,30,2,6,0.25
4,7,30,3,6,0.25
4,14,5,1,6,0.25
4,14,5,2,6,0.25
4,14,5,3,6,0.25
4,14,10,1,6,0.25
4,14,10,2,6,0.25
4,14,10,3,6,0.25
4,14,20,1,6,0.25
4,14,20,2,6,0.25
4,14,20,3,6,0.25
4,14,30,1,6,0.25
4,14,30,2,6,0.25
4,14,30,3,6,0.25
4,21,5,1,6,0.25
4,21,5,2,6,0.25
4,21,5,3,6,0.25
4,21,10,1,6,0.25
4,21,10,2,6,0.25
4,21,10,3,6,0.25
4,21,20,1,6,0.25
4,21,20,2,6,0.25
4,21,20,3,6,0.25
4,21,30,1,6,0.25
4,21,30,2,6,0.25
4,21,30,3,6,0.25
6,1,5,1,6,0.07
6,1,5,2,6,0.07
6,1,5,3,6,0.07
6,1,10,1,6,0.05
6,1,10,2,6,0.05
6,1,10,3,6,0.07
6,1,20,1,6,0.07
6,1,20,2,6,0.10
6,1,20,3,6,0.10
6,1,30,1,6,0.10
6,1,30,2,6,0.11
6,1,30,3,6,0.16
6,3,5,1,6,0.10
6,3,5,2,6,0.10
6,3,5,3,6,0.07
6,3,10,1,6,0.12
6,3,10,2,6,0.10
6,3,10,3,6,0.12
6,3,20,1,6,0.14
6,3,20,2,6,0.14
6,3,20,3,6,0.14
6,3,30,1,6,0.16
6,3,30,2,6,0.16
6,3,30,3,6,0.16
6,7,5,1,6,0.17
6,7,5,2,6,0.17
