,strength,staff_change,staff_per_shift,shifts_per_day,end_of_day,prop_infected
2811,4,21,10,1,16,0.15
2812,4,21,10,2,16,0.17
2813,4,21,10,3,16,0.17
2814,4,21,20,1,16,0.23
2815,4,21,20,2,16,0.24
2816,4,21,20,3,16,0.23
2817,4,21,30,1,16,0.25
2818,4,21,30,2,16,0.25
2819,4,21,30,3,16,0.25
2820,6,1,5,1,16,0.03
2821,6,1,5,2,16,0.03
2822,6,1,5,3,16,0.03
2823,6,1,10,1,16,0.02
2824,6,1,10,2,16,0.03
2825,6,1,10,3,16,0.02
2826,6,1,20,1,16,0.02
2827,6,1,20,2,16,0.03
2828,6,1,20,3,16,0.03
2829,6,1,30,1,16,0.02
2830,6,1,30,2,16,0.03
2831,6,1,30,3,16,0.03
2832,6,3,5,1,16,0.03
2833,6,3,5,2,16,0.03
2834,6,3,5,3,16,0.03
2835,6,3,10,1,16,0.03
2836,6,3,10,2,16,0.03
2837,6,3,10,3,16,0.03
2838,6,3,20,1,16,0.03
2839,6,3,20,2,16,0.04
2840,6,3,20,3,16,0.04
2841,6,3,30,1,16,0.04
2842,6,3,30,2,16,0.06
2843,6,3,30,3,16,0.06
2844,6,7,5,1,16,0.07
2845,6,7,5,2,16,0.07
2846,6,7,5,3,16,0.07
2847,6,7,10,1,16,0.05
2848,6,7,10,2,16,0.03
2849,6,7,10,3,16,0.05
2850,6,7,20,1,16,0.07
2851,6,7,20,2,16,0.07
2852,6,7,20,3,16,0.06
2853,6,7,30,1,16,0.09
2854,6,7,30,2,16,0.09
2855,6,7,30,3,16,0.11
2856,6,14,5,1,16,0.07
2857,6,14,5,2,16,0.07
2858,6,14,5,3,16,0.07
2859,6,14,10,1,16,0.10
2860,6,14,10,2,16,0.09
2861,6,14,10,3,16,0.10
2862,6,14,20,1,16,0.13
2863,6,14,20,2,16,0.14
2864,6,14,20,3,16,0.14
2865,6,14,30,1,16,0.16
2866,6,14,30,2,16,0.16
2867,6,14,30,3,16,0.16
2868,6,21,5,1,16,0.10
2869,6,21,5,2,16,0.07
2870,6,21,5,3,16,0.10
2871,6,21,10,1,16,0.10
2872,6,21,10,2,16,0.12
2873,6,21,10,3,16,0.12
2874,6,21,20,1,16,0.16
2875,6,21,20,2,16,0.16
2876,6,21,20,3,16,0.15
2877,6,21,30,1,16,0.17
2878,6,21,30,2,16,0.17
2879,6,21,30,3,16,0.17
2880,2,1,5,1,17,0.20
2881,2,1,5,2,17,
2882,2,1,5,3,17,
2883,2,1,10,1,17,0.15
2884,2,1,10,2,17,
2885,2,1,10,3,17,
2886,2,1,20,1,17,0.26
2887,2,1,20,2,17,
2888,2,1,20,3,17,
2889,2,1,30,1,17,0.34
2890,2,1,30,2,17,
2891,2,1,30,3,17,
2892,2,3,5,1,17,0.20
2893,2,3,5,2,17,
2894,2,3,5,3,17,
2895,2,3,10,1,17,0.15
2896,2,3,10,2,17,
2897,2,3,10,3,17,
2898,2,3,20,1,17,0.28
2899,2,3,20,2,17,
2900,2,3,20,3,17,
2901,2,3,30,1,17,0.37
2902,2,3,30,2,17,
2903,2,3,30,3,17,
2904,2,7,5,1,17,0.20
2905,2,7,5,2,17,
2906,2,7,5,3,17,
2907,2,7,10,1,17,0.20
2908,2,7,10,2,17,
2909,2,7,10,3,17,
2910,2,7,20,1,17,0.28
2911,2,7,20,2,17,
2912,2,7,20,3,17,
2913,2,7,30,1,17,0.42
2914,2,7,30,2,17,
2915,2,7,30,3,17,
2916,2,14,5,1,17,0.20
2917,2,14,5,2,17,
2918,2,14,5,3,17,
2919,2,14,10,1,17,0.30
2920,2,14,10,2,17,
2921,2,14,10,3,17,
2922,2,14,20,1,17,0.42
2923,2,14,20,2,17,
2924,2,14,20,3,17,
2925,2,14,30,1,17,0.48
2926,2,14,30,2,17,
2927,2,14,30,3,17,
2928,2,21,5,1,17,0.30
2929,2,21,5,2,17,
2930,2,21,5,3,17,
2931,2,21,10,1,17,0.40
2932,2,21,10,2,17,
2933,2,21,10,3,17,
2934,2,21,20,1,17,0.47
2935,2,21,20,2,17,
2936,2,21,20,3,17,
2937,2,21,30,1,17,0.50
2938,2,21,30,2,17,
2939,2,21,30,3,17,
2940,4,1,5,1,17,0.05
2941,4,1,5,2,17,0.05
2942,4,1,5,3,17,0.05
2943,4,1,10,1,17,0.05
2944,4,1,10,2,17,0.05
2945,4,1,10,3,17,0.05
2946,4,1,20,1,17,0.04
2947,4,1,20,2,17,0.06
2948,4,1,20,3,17,0.07
2949,4,1,30,1,17,0.07
2950,4,1,30,2,17,0.09
2951,4,1,30,3,17,0.11
2952,4,3,5,1,17,0.05
2953,4,3,5,2,17,0.10
2954,4,3,5,3,17,0.10
2955,4,3,10,1,17,0.05
2956,4,3,10,2,17,0.07
2957,4,3,10,3,17,0.07
2958,4,3,20,1,17,0.08
2959,4,3,20,2,17,0.09
2960,4,3,20,3,17,0.11
2961,4,3,30,1,17,0.09
2962,4,3,30,2,17,0.15
2963,4,3,30,3,17,0.16
2964,4,7,5,1,17,0.10
2965,4,7,5,2,17,0.10
2966,4,7,5,3,17,0.10
2967,4,7,10,1,17,0.07
2968,4,7,10,2,17,0.09
2969,4,7,10,3,17,0.10
2970,4,7,20,1,17,0.10
2971,4,7,20,2,17,0.11
2972,4,7,20,3,17,0.15
2973,4,7,30,1,17,0.17
2974,4,7,30,2,17,0.18
2975,4,7,30,3,17,0.21
2976,4,14,5,1,17,0.15
2977,4,14,5,2,17,0.15
2978,4,14,5,3,17,0.10
2979,4,14,10,1,17,0.15
2980,4,14,10,2,17,0.12
2981,4,14,10,3,17,0.16
2982,4,14,20,1,17,0.21
2983,4,14,20,2,17,0.20
2984,4,14,20,3,17,0.21
2985,4,14,30,1,17,0.24
2986,4,14,30,2,17,0.24
2987,4,14,30,3,17,0.24
2988,4,21,5,1,17,0.15
2989,4,21,5,2,17,0.15
2990,4,21,5,3,17,0.15
2991,4,21,10,1,17,0.17
2992,4,21,10,2,17,0.17
2993,4,21,10,3,17,0.17
2994,4,21,20,1,17,0.24
2995,4,21,20,2,17,0.24
2996,4,21,20,3,17,0.24
2997,4,21,30,1,17,0.25
2998,4,21,30,2,17,0.25
2999,4,21,30,3,17,0.25
3000,6,1,5,1,17,0.03
3001,6,1,5,2,17,0.03
3002,6,1,5,3,17,0.03
3003,6,1,10,1,17,0.02
3004,6,1,10,2,17,0.03
3005,6,1,10,3,17,0.02
3006,6,1,20,1,17,0.02
3007,6,1,20,2,17,0.03
3008,6,1,20,3,17,0.03
3009,6,1,30,1,17,0.02
3010,6,1,30,2,17,0.03
3011,6,1,30,3,17,0.03
3012,6,3,5,1,17,0.03
3013,6,3,5,2,17,0.03
3014,6,3,5,3,17,0.03
3015,6,3,10,1,17,0.03
3016,6,3,10,2,17,0.03
3017,6,3,10,3,17,0.03
3018,6,3,20,1,17,0.03
3019,6,3,20,2,17,0.04
3020,6,3,20,3,17,0.05
3021,6,3,30,1,17,0.05
3022,6,3,30,2,17,0.08
3023,6,3,30,3,17,0.06
3024,6,7,5,1,17,0.07
3025,6,7,5,2,17,0.07
3026,6,7,5,3,17,0.07
3027,6,7,10,1,17,0.05
3028,6,7,10,2,17,0.03
3029,6,7,10,3,17,0.05
3030,6,7,20,1,17,0.08
3031,6,7,20,2,17,0.07
3032,6,7,20,3,17,0.07
3033,6,7,30,1,17,0.11
3034,6,7,30,2,17,0.11
3035,6,7,30,3,17,0.12
3036,6,14,5,1,17,0.07
3037,6,14,5,2,17,0.07
3038,6,14,5,3,17,0.07
3039,6,14,10,1,17,0.10
3040,6,14,10,2,17,0.09
3041,6,14,10,3,17,0.10
3042,6,14,20,1,17,0.13
3043,6,14,20,2,17,0.14
3044,6,14,20,3,17,0.14
3045,6,14,30,1,17,0.16
3046,6,14,30,2,17,0.16
3047,6,14,30,3,17,0.16
3048,6,21,5,1,17,0.10
3049,6,21,5,2,17,0.07
3050,6,21,5,3,17,0.10
3051,6,21,10,1,17,0.12
3052,6,21,10,2,17,0.12
3053,6,21,10,3,17,0.12
3054,6,21,20,1,17,0.16
3055,6,21,20,2,17,0.16
3056,6,21,20,3,17,0.16
3057,6,21,30,1,17,0.17
3058,6,21,30,2,17,0.17
3059,6,21,30,3,17,0.17
3060,2,1,5,1,18,0.20
3061,2,1,5,2,18,
3062,2,1,5,3,18,
3063,2,1,10,1,18,0.15
3064,2,1,10,2,18,
3065,2,1,10,3,18,
3066,2,1,20,1,18,0.26
3067,2,1,20,2,18,
3068,2,1,20,3,18,
3069,2,1,30,1,18,0.34
3070,2,1,30,2,18,
3071,2,1,30,3,18,
3072,2,3,5,1,18,0.20
3073,2,3,5,2,18,
3074,2,3,5,3,18,
3075,2,3,10,1,18,0.15
3076,2,3,10,2,18,
3077,2,3,10,3,18,
3078,2,3,20,1,18,0.28
3079,2,3,20,2,18,
3080,2,3,20,3,18,
3081,2,3,30,1,18,0.37
3082,2,3,30,2,18,
3083,2,3,30,3,18,
3084,2,7,5,1,18,0.20
3085,2,7,5,2,18,
3086,2,7,5,3,18,
3087,2,7,10,1,18,0.20
3088,2,7,10,2,18,
3089,2,7,10,3,18,
3090,2,7,20,1,18,0.33
3091,2,7,20,2,18,
3092,2,7,20,3,18,
3093,2,7,30,1,18,0.45
3094,2,7,30,2,18,
3095,2,7,30,3,18,
3096,2,14,5,1,18,0.20
3097,2,14,5,2,18,
3098,2,14,5,3,18,
3099,2,14,10,1,18,0.30
3100,2,14,10,2,18,
3101,2,14,10,3,18,
3102,2,14,20,1,18,0.42
3103,2,14,20,2,18,
3104,2,14,20,3,18,
3105,2,14,30,1,18,0.48
3106,2,14,30,2,18,
3107,2,14,30,3,18,
3108,2,21,5,1,18,0.30
3109,2,21,5,2,18,
3110,2,21,5,3,18,
3111,2,21,10,1,18,0.40
3112,2,21,10,2,18,
3113,2,21,10,3,18,
3114,2,21,20,1,18,0.47
3115,2,21,20,2,18,
3116,2,21,20,3,18,
3117,2,21,30,1,18,0.50
3118,2,21,30,2,18,
3119,2,21,30,3,18,
3120,4,1,5,1,18,0.05
3121,4,1,5,2,18,0.05
3122,4,1,5,3,18,0.05
3123,4,1,10,1,18,0.05
3124,4,1,10,2,18,0.05
3125,4,1,10,3,18,0.05
3126,4,1,20,1,18,0.05
3127,4,1,20,2,18,0.07
3128,4,1,20,3,18,0.08
3129,4,1,30,1,18,0.07
3130,4,1,30,2,18,0.11
3131,4,1,30,3,18,0.13
3132,4,3,5,1,18,0.05
3133,4,3,5,2,18,0.10
3134,4,3,5,3,18,0.10
3135,4,3,10,1,18,0.05
3136,4,3,10,2,18,0.07
3137,4,3,10,3,18,0.07
3138,4,3,20,1,18,0.08
3139,4,3,20,2,18,0.09
3140,4,3,20,3,18,0.11
3141,4,3,30,1,18,0.11
3142,4,3,30,2,18,0.17
3143,4,3,30,3,18,0.16
3144,4,7,5,1,18,0.10
3145,4,7,5,2,18,0.10
3146,4,7,5,3,18,0.10
3147,4,7,10,1,18,0.07
3148,4,7,10,2,18,0.10
3149,4,7,10,3,18,0.10
3150,4,7,20,1,18,0.11
3151,4,7,20,2,18,0.14
3152,4,7,20,3,18,0.16
3153,4,7,30,1,18,0.20
3154,4,7,30,2,18,0.22
3155,4,7,30,3,18,0.25
3156,4,14,5,1,18,0.15
3157,4,14,5,2,18,0.15
3158,4,14,5,3,18,0.10
3159,4,14,10,1,18,0.15
3160,4,14,10,2,18,0.12
3161,4,14,10,3,18,0.16
3162,4,14,20,1,18,0.21
3163,4,14,20,2,18,0.20
3164,4,14,20,3,18,0.21
3165,4,14,30,1,18,0.24
3166,4,14,30,2,18,0.24
3167,4,14,30,3,18,0.24
3168,4,21,5,1,18,0.15
3169,4,21,5,2,18,0.15
3170,4,21,5,3,18,0.15
3171,4,21,10,1,18,0.20
3172,4,21,10,2,18,0.17
3173,4,21,10,3,18,0.20
3174,4,21,20,1,18,0.24
3175,4,21,20,2,18,0.24
3176,4,21,20,3,18,0.24
3177,4,21,30,1,18,0.25
3178,4,21,30,2,18,0.25
3179,4,21,30,3,18,0.25
3180,6,1,5,1,18,0.03
3181,6,1,5,2,18,0.03
3182,6,1,5,3,18,0.03
3183,6,1,10,1,18,0.03
3184,6,1,10,2,18,0.03
3185,6,1,10,3,18,0.03
3186,6,1,20,1,18,0.02
3187,6,1,20,2,18,0.03
3188,6,1,20,3,18,0.03
3189,6,1,30,1,18,0.03
3190,6,1,30,2,18,0.03
3191,6,1,30,3,18,0.04
3192,6,3,5,1,18,0.03
3193,6,3,5,2,18,0.03
3194,6,3,5,3,18,0.03
3195,6,3,10,1,18,0.03
3196,6,3,10,2,18,0.03
3197,6,3,10,3,18,0.03
3198,6,3,20,1,18,0.04
3199,6,3,20,2,18,0.05
3200,6,3,20,3,18,0.05
3201,6,3,30,1,18,0.05
3202,6,3,30,2,18,0.09
3203,6,3,30,3,18,0.07
3204,6,7,5,1,18,0.07
3205,6,7,5,2,18,0.07
3206,6,7,5,3,18,0.07
3207,6,7,10,1,18,0.05
3208,6,7,10,2,18,0.05
3209,6,7,10,3,18,0.05
3210,6,7,20,1,18,0.09
3211,6,7,20,2,18,0.08
3212,6,7,20,3,18,0.08
3213,6,7,30,1,18,0.12
3214,6,7,30,2,18,0.13
3215,6,7,30,3,18,0.14
3216,6,14,5,1,18,0.07
3217,6,14,5,2,18,0.07
3218,6,14,5,3,18,0.07
3219,6,14,10,1,18,0.10
3220,6,14,10,2,18,0.09
3221,6,14,10,3,18,0.10
3222,6,14,20,1,18,0.13
3223,6,14,20,2,18,0.14
3224,6,14,20,3,18,0.14
3225,6,14,30,1,18,0.16
3226,6,14,30,2,18,0.16
3227,6,14,30,3,18,0.16
3228,6,21,5,1,18,0.10
3229,6,21,5,2,18,0.10
3230,6,21,5,3,18,0.10
3231,6,21,10,1,18,0.12
3232,6,21,10,2,18,0.13
3233,6,21,10,3,18,0.13
3234,6,21,20,1,18,0.16
3235,6,21,20,2,18,0.16
3236,6,21,20,3,18,0.16
3237,6,21,30,1,18,0.17
3238,6,21,30,2,18,0.17
3239,6,21,30,3,18,0.17
3240,2,1,5,1,19,0.20
3241,2,1,5,2,19,
3242,2,1,5,3,19,
3243,2,1,10,1,19,0.20
3244,2,1,10,2,19,
3245,2,1,10,3,19,
3246,2,1,20,1,19,0.30
3247,2,1,20,2,19,
3248,2,1,20,3,19,
3249,2,1,30,1,19,0.40
3250,2,1,30,2,19,
3251,2,1,30,3,19,
3252,2,3,5,1,19,0.20
3253,2,3,5,2,19,
3254,2,3,5,3,19,
3255,2,3,10,1,19,0.20
3256,2,3,10,2,19,
3257,2,3,10,3,19,
3258,2,3,20,1,19,0.30
3259,2,3,20,2,19,
3260,2,3,20,3,19,
3261,2,3,30,1,19,0.40
3262,2,3,30,2,19,
3263,2,3,30,3,19,
3264,2,7,5,1,19,0.20
3265,2,7,5,2,19,
3266,2,7,5,3,19,
3267,2,7,10,1,19,0.25
3268,2,7,10,2,19,
3269,2,7,10,3,19,
3270,2,7,20,1,19,0.38
3271,2,7,20,2,19,
3272,2,7,20,3,19,
3273,2,7,30,1,19,0.47
3274,2,7,30,2,19,
3275,2,7,30,3,19,
3276,2,14,5,1,19,0.20
3277,2,14,5,2,19,
3278,2,14,5,3,19,
3279,2,14,10,1,19,0.30
3280,2,14,10,2,19,
3281,2,14,10,3,19,
3282,2,14,20,1,19,0.42
3283,2,14,20,2,19,
3284,2,14,20,3,19,
3285,2,14,30,1,19,0.48
3286,2,14,30,2,19,
3287,2,14,30,3,19,
3288,2,21,5,1,19,0.30
3289,2,21,5,2,19,
3290,2,21,5,3,19,
3291,2,21,10,1,19,0.40
3292,2,21,10,2,19,
3293,2,21,10,3,19,
3294,2,21,20,1,19,0.49
3295,2,21,20,2,19,
3296,2,21,20,3,19,
3297,2,21,30,1,19,0.50
3298,2,21,30,2,19,
3299,2,21,30,3,19,
3300,4,1,5,1,19,0.05
3301,4,1,5,2,19,0.05
3302,4,1,5,3,19,0.05
3303,4,1,10,1,19,0.05
3304,4,1,10,2,19,0.06
3305,4,1,10,3,19,0.05
3306,4,1,20,1,19,0.05
3307,4,1,20,2,19,0.07
3308,4,1,20,3,19,0.09
3309,4,1,30,1,19,0.08
3310,4,1,30,2,19,0.12
3311,4,1,30,3,19,0.15
3312,4,3,5,1,19,0.05
3313,4,3,5,2,19,0.10
3314,4,3,5,3,19,0.10
3315,4,3,10,1,19,0.06
3316,4,3,10,2,19,0.07
3317,4,3,10,3,19,0.07
3318,4,3,20,1,19,0.08
3319,4,3,20,2,19,0.10
3320,4,3,20,3,19,0.12
3321,4,3,30,1,19,0.12
3322,4,3,30,2,19,0.19
3323,4,3,30,3,19,0.20
3324,4,7,5,1,19,0.10
3325,4,7,5,2,19,0.10
3326,4,7,5,3,19,0.10
3327,4,7,10,1,19,0.07
3328,4,7,10,2,19,0.10
3329,4,7,10,3,19,0.10
3330,4,7,20,1,19,0.14
3331,4,7,20,2,19,0.16
3332,4,7,20,3,19,0.19
3333,4,7,30,1,19,0.23
3334,4,7,30,2,19,0.25
3335,4,7,30,3,19,0.28
3336,4,14,5,1,19,0.15
3337,4,14,5,2,19,0.15
3338,4,14,5,3,19,0.10
3339,4,14,10,1,19,0.15
3340,4,14,10,2,19,0.12
3341,4,14,10,3,19,0.16
3342,4,14,20,1,19,0.21
3343,4,14,20,2,19,0.20
3344,4,14,20,3,19,0.21
3345,4,14,30,1,19,0.24
3346,4,14,30,2,19,0.24
3347,4,14,30,3,19,0.24
3348,4,21,5,1,19,0.15
3349,4,21,5,2,19,0.15
3350,4,21,5,3,19,0.15
3351,4,21,10,1,19,0.20
3352,4,21,10,2,19,0.20
3353,4,21,10,3,19,0.20
3354,4,21,20,1,19,0.24
3355,4,21,20,2,19,0.25
3356,4,21,20,3,19,0.25
3357,4,21,30,1,19,0.25
3358,4,21,30,2,19,0.25
3359,4,21,30,3,19,0.25
3360,6,1,5,1,19,0.03
3361,6,1,5,2,19,0.03
3362,6,1,5,3,19,0.03
3363,6,1,10,1,19,0.03
3364,6,1,10,2,19,0.03
3365,6,1,10,3,19,0.03
3366,6,1,20,1,19,0.02
3367,6,1,20,2,19,0.03
3368,6,1,20,3,19,0.03
3369,6,1,30,1,19,0.03
3370,6,1,30,2,19,0.04
3371,6,1,30,3,19,0.04
3372,6,3,5,1,19,0.03
3373,6,3,5,2,19,0.03
3374,6,3,5,3,19,0.03
3375,6,3,10,1,19,0.03
3376,6,3,10,2,19,0.03
3377,6,3,10,3,19,0.03
3378,6,3,20,1,19,0.04
3379,6,3,20,2,19,0.05
3380,6,3,20,3,19,0.06
3381,6,3,30,1,19,0.06
3382,6,3,30,2,19,0.09
3383,6,3,30,3,19,0.08
3384,6,7,5,1,19,0.07
3385,6,7,5,2,19,0.07
3386,6,7,5,3,19,0.07
3387,6,7,10,1,19,0.05
3388,6,7,10,2,19,0.05
3389,6,7,10,3,19,0.05
3390,6,7,20,1,19,0.10
3391,6,7,20,2,19,0.08
3392,6,7,20,3,19,0.09
3393,6,7,30,1,19,0.14
3394,6,7,30,2,19,0.15
3395,6,7,30,3,19,0.17
3396,6,14,5,1,19,0.07
3397,6,14,5,2,19,0.07
3398,6,14,5,3,19,0.07
3399,6,14,10,1,19,0.10
3400,6,14,10,2,19,0.09
3401,6,14,10,3,19,0.10
3402,6,14,20,1,19,0.13
3403,6,14,20,2,19,0.14
3404,6,14,20,3,19,0.14
3405,6,14,30,1,19,0.16
3406,6,14,30,2,19,0.16
3407,6,14,30,3,19,0.16
3408,6,21,5,1,19,0.10
3409,6,21,5,2,19,0.10
3410,6,21,5,3,19,0.10
3411,6,21,10,1,19,0.13
3412,6,21,10,2,19,0.13
3413,6,21,10,3,19,0.13
3414,6,21,20,1,19,0.17
3415,6,21,20,2,19,0.17
3416,6,21,20,3,19,0.16
3417,6,21,30,1,19,0.17
3418,6,21,30,2,19,0.17
3419,6,21,30,3,19,0.17
3420,2,1,5,1,20,0.20
3421,2,1,5,2,20,
3422,2,1,5,3,20,
3423,2,1,10,1,20,0.20
3424,2,1,10,2,20,
3425,2,1,10,3,20,
3426,2,1,20,1,20,0.30
3427,2,1,20,2,20,
3428,2,1,20,3,20,
3429,2,1,30,1,20,0.40
3430,2,1,30,2,20,
3431,2,1,30,3,20,
3432,2,3,5,1,20,0.20
3433,2,3,5,2,20,
3434,2,3,5,3,20,
3435,2,3,10,1,20,0.20
3436,2,3,10,2,20,
3437,2,3,10,3,20,
3438,2,3,20,1,20,0.35
3439,2,3,20,2,20,
3440,2,3,20,3,20,
3441,2,3,30,1,20,0.45
3442,2,3,30,2,20,
3443,2,3,30,3,20,
3444,2,7,5,1,20,0.20
3445,2,7,5,2,20,
3446,2,7,5,3,20,
3447,2,7,10,1,20,0.30
3448,2,7,10,2,20,
3449,2,7,10,3,20,
3450,2,7,20,1,20,0.40
3451,2,7,20,2,20,
3452,2,7,20,3,20,
3453,2,7,30,1,20,0.48
3454,2,7,30,2,20,
3455,2,7,30,3,20,
3456,2,14,5,1,20,0.20
3457,2,14,5,2,20,
3458,2,14,5,3,20,
3459,2,14,10,1,20,0.30
3460,2,14,10,2,20,
3461,2,14,10,3,20,
3462,2,14,20,1,20,0.42
3463,2,14,20,2,20,
3464,2,14,20,3,20,
3465,2,14,30,1,20,0.48
3466,2,14,30,2,20,
3467,2,14,30,3,20,
3468,2,21,5,1,20,0.30
3469,2,21,5,2,20,
3470,2,21,5,3,20,
3471,2,21,10,1,20,0.43
3472,2,21,10,2,20,
3473,2,21,10,3,20,
3474,2,21,20,1,20,0.50
3475,2,21,20,2,20,
3476,2,21,20,3,20,
3477,2,21,30,1,20,0.50
3478,2,21,30,2,20,
3479,2,21,30,3,20,
3480,4,1,5,1,20,0.05
3481,4,1,5,2,20,0.05
3482,4,1,5,3,20,0.08
3483,4,1,10,1,20,0.05
3484,4,1,10,2,20,0.07
3485,4,1,10,3,20,0.07
3486,4,1,20,1,20,0.06
3487,4,1,20,2,20,0.08
3488,4,1,20,3,20,0.10
3489,4,1,30,1,20,0.09
3490,4,1,30,2,20,0.14
3491,4,1,30,3,20,0.17
3492,4,3,5,1,20,0.05
3493,4,3,5,2,20,0.10
3494,4,3,5,3,20,0.10
3495,4,3,10,1,20,0.07
3496,4,3,10,2,20,0.07
3497,4,3,10,3,20,0.07
3498,4,3,20,1,20,0.09
3499,4,3,20,2,20,0.11
3500,4,3,20,3,20,0.14
3501,4,3,30,1,20,0.13
3502,4,3,30,2,20,0.22
3503,4,3,30,3,20,0.24
3504,4,7,5,1,20,0.10
3505,4,7,5,2,20,0.10
3506,4,7,5,3,20,0.10
3507,4,7,10,1,20,0.09
3508,4,7,10,2,20,0.10
3509,4,7,10,3,20,0.12
3510,4,7,20,1,20,0.14
3511,4,7,20,2,20,0.19
3512,4,7,20,3,20,0.22
3513,4,7,30,1,20,0.25
3514,4,7,30,2,20,0.28
3515,4,7,30,3,20,0.32
3516,4,14,5,1,20,0.15
3517,4,14,5,2,20,0.15
3518,4,14,5,3,20,0.10
3519,4,14,10,1,20,0.15
3520,4,14,10,2,20,0.12
3521,4,14,10,3,20,0.16
3522,4,14,20,1,20,0.21
3523,4,14,20,2,20,0.20
3524,4,14,20,3,20,0.21
3525,4,14,30,1,20,0.24
3526,4,14,30,2,20,0.24
3527,4,14,30,3,20,0.24
3528,4,21,5,1,20,0.15
3529,4,21,5,2,20,0.15
3530,4,21,5,3,20,0.15
3531,4,21,10,1,20,0.20
3532,4,21,10,2,20,0.20
3533,4,21,10,3,20,0.20
3534,4,21,20,1,20,0.25
3535,4,21,20,2,20,0.25
3536,4,21,20,3,20,0.25
3537,4,21,30,1,20,0.25
3538,4,21,30,2,20,0.25
3539,4,21,30,3,20,0.25
3540,6,1,5,1,20,0.03
3541,6,1,5,2,20,0.03
3542,6,1,5,3,20,0.03
3543,6,1,10,1,20,0.03
3544,6,1,10,2,20,0.03
3545,6,1,10,3,20,0.03
3546,6,1,20,1,20,0.02
3547,6,1,20,2,20,0.03
3548,6,1,20,3,20,0.03
3549,6,1,30,1,20,0.03
3550,6,1,30,2,20,0.04
3551,6,1,30,3,20,0.04
3552,6,3,5,1,20,0.03
3553,6,3,5,2,20,0.03
3554,6,3,5,3,20,0.03
3555,6,3,10,1,20,0.03
3556,6,3,10,2,20,0.03
3557,6,3,10,3,20,0.03
3558,6,3,20,1,20,0.04
3559,6,3,20,2,20,0.06
3560,6,3,20,3,20,0.06
3561,6,3,30,1,20,0.07
3562,6,3,30,2,20,0.11
3563,6,3,30,3,20,0.09
3564,6,7,5,1,20,0.07
3565,6,7,5,2,20,0.07
3566,6,7,5,3,20,0.07
3567,6,7,10,1,20,0.05
3568,6,7,10,2,20,0.05
3569,6,7,10,3,20,0.05
3570,6,7,20,1,20,0.10
3571,6,7,20,2,20,0.10
3572,6,7,20,3,20,0.10
3573,6,7,30,1,20,0.16
3574,6,7,30,2,20,0.17
3575,6,7,30,3,20,0.19
3576,6,14,5,1,20,0.07
3577,6,14,5,2,20,0.07
3578,6,14,5,3,20,0.07
3579,6,14,10,1,20,0.10
3580,6,14,10,2,20,0.09
3581,6,14,10,3,20,0.10
3582,6,14,20,1,20,0.13
3583,6,14,20,2,20,0.14
3584,6,14,20,3,20,0.14
3585,6,14,30,1,20,0.16
3586,6,14,30,2,20,0.16
3587,6,14,30,3,20,0.16
3588,6,21,5,1,20,0.10
3589,6,21,5,2,20,0.10
3590,6,21,5,3,20,0.12
3591,6,21,10,1,20,0.13
3592,6,21,10,2,20,0.13
3593,6,21,10,3,20,0.13
3594,6,21,20,1,20,0.17
3595,6,21,20,2,20,0.17
3596,6,21,20,3,20,0.17
3597,6,21,30,1,20,0.17
3598,6,21,30,2,20,0.17
3599,6,21,30,3,20,0.17
3600,2,1,5,1,21,0.20
3601,2,1,5,2,21,
3602,2,1,5,3,21,
3603,2,1,10,1,21,0.20
3604,2,1,10,2,21,
3605,2,1,10,3,21,
3606,2,1,20,1,21,0.35
3607,2,1,20,2,21,
3608,2,1,20,3,21,
3609,2,1,30,1,21,0.45
3610,2,1,30,2,21,
3611,2,1,30,3,21,
3612,2,3,5,1,21,0.20
3613,2,3,5,2,21,
3614,2,3,5,3,21,
3615,2,3,10,1,21,0.25
3616,2,3,10,2,21,
3617,2,3,10,3,21,
3618,2,3,20,1,21,0.38
3619,2,3,20,2,21,
3620,2,3,20,3,21,
3621,2,3,30,1,21,0.47
3622,2,3,30,2,21,
3623,2,3,30,3,21,
3624,2,7,5,1,21,0.20
3625,2,7,5,2,21,
3626,2,7,5,3,21,
3627,2,7,10,1,21,0.30
3628,2,7,10,2,21,
3629,2,7,10,3,21,
3630,2,7,20,1,21,0.42
3631,2,7,20,2,21,
3632,2,7,20,3,21,
3633,2,7,30,1,21,0.50
3634,2,7,30,2,21,
3635,2,7,30,3,21,
3636,2,14,5,1,21,0.20
3637,2,14,5,2,21,
3638,2,14,5,3,21,
3639,2,14,10,1,21,0.30
3640,2,14,10,2,21,
3641,2,14,10,3,21,
3642,2,14,20,1,21,0.42
3643,2,14,20,2,21,
3644,2,14,20,3,21,
3645,2,14,30,1,21,0.48
3646,2,14,30,2,21,
3647,2,14,30,3,21,
3648,2,21,5,1,21,0.30
3649,2,21,5,2,21,
3650,2,21,5,3,21,
3651,2,21,10,1,21,0.45
3652,2,21,10,2,21,
3653,2,21,10,3,21,
3654,2,21,20,1,21,0.50
3655,2,21,20,2,21,
3656,2,21,20,3,21,
3657,2,21,30,1,21,0.50
3658,2,21,30,2,21,
3659,2,21,30,3,21,
3660,4,1,5,1,21,0.05
3661,4,1,5,2,21,0.05
3662,4,1,5,3,21,0.10
3663,4,1,10,1,21,0.05
3664,4,1,10,2,21,0.07
3665,4,1,10,3,21,0.07
3666,4,1,20,1,21,0.06
